"county","cases","latitude","longitude"
"Michigan, St. Joseph","10","41.9031963","-85.5356726"
"Michigan, Tuscola","15","43.4776781","-83.3951071"
"Michigan, Unknown","215","32.1983657","-110.8192053"
"Michigan, Van Buren","12","42.2710763","-86.013973"
"Michigan, Washtenaw","477","42.2582044","-83.8440853"
"Michigan, Wayne","6096","42.2682408","-83.2844172"
"Michigan, Wexford","4","44.3353211","-85.5741088"
"Minnesota, Anoka","34","45.2710195","-93.2827625"
"Minnesota, Beltrami","4","47.9978537","-94.8799011"
"Minnesota, Benton","1","45.7162129","-94.0481042"
"Minnesota, Big Stone","1","45.385266","-96.3557364"
"Minnesota, Blue Earth","10","44.0109722","-94.0560643"
"Minnesota, Brown","2","44.2350232","-94.6955051"
"Minnesota, Carlton","5","46.5799933","-92.7206334"
"Minnesota, Carver","11","44.807118","-93.7871792"
"Minnesota, Cass","1","47.0234117","-94.3454604"
"Minnesota, Chisago","4","45.4758877","-92.8849411"
"Minnesota, Clay","8","46.8994904","-96.5088202"
"Minnesota, Clearwater","2","47.5643825","-95.3747844"
"Minnesota, Cottonwood","5","44.019068","-95.1658845"
"Minnesota, Crow Wing","3","46.4665237","-94.1017044"
"Minnesota, Dakota","54","44.666655","-93.044911"
"Minnesota, Dodge","10","44.0175404","-92.8678406"
"Minnesota, Douglas","1","45.9340479","-95.4627651"
"Minnesota, Faribault","3","43.6647961","-93.9510501"
"Minnesota, Fillmore","9","43.6466588","-92.0636359"
"Minnesota, Freeborn","7","43.6763617","-93.3501681"
"Minnesota, Goodhue","5","44.396973","-92.7175627"
"Minnesota, Hennepin","242","45.0257232","-93.4865052"
"Minnesota, Isanti","2","45.5355919","-93.2868693"
"Minnesota, Itasca","2","47.4968343","-93.6225663"
"Minnesota, Jackson","1","43.670011","-95.1500626"
"Minnesota, Kandiyohi","2","45.142373","-95.0025846"
"Minnesota, Koochiching","1","48.221596","-93.7684251"
"Minnesota, Lac qui Parle","1","44.986426","-96.2024907"
"Minnesota, Le Sueur","19","44.3771652","-93.711443"
"Minnesota, Lincoln","1","44.4020631","-96.2627763"
"Minnesota, Lyon","3","44.3880733","-95.8287296"
"Minnesota, Mahnomen","1","47.3313602","-95.8142911"
"Minnesota, Martin","32","45.9896587","-94.6113288"
"Minnesota, Meeker","1","45.1183643","-94.5175345"
"Minnesota, Mower","15","43.6832277","-92.753704"
"Minnesota, Nicollet","3","44.3380412","-94.2362169"
"Minnesota, Olmsted","76","43.999812","-92.3765614"
"Minnesota, Otter Tail","1","46.4184196","-95.713142"
"Minnesota, Ramsey","71","45.0165728","-93.0949501"
"Minnesota, Renville","2","44.7242874","-94.9084771"
"Minnesota, Rice","3","44.3413376","-93.2865484"
"Minnesota, Scott","11","44.6506998","-93.5025726"
"Minnesota, Sherburne","8","45.4427088","-93.7459202"
"Minnesota, Sibley","1","44.5603522","-94.2085682"
"Minnesota, St. Louis","13","47.6201005","-92.4363343"
"Minnesota, Stearns","5","45.535326","-94.6139422"
"Minnesota, Steele","6","44.0137336","-93.2203671"
"Minnesota, Traverse","2","45.7836323","-96.4215265"
"Minnesota, Unknown","0","40.6620938","-122.4889021"
"Minnesota, Wabasha","6","44.2767596","-92.2018164"
"Minnesota, Waseca","3","44.0172242","-93.5885717"
"Minnesota, Washington","51","45.0078591","-92.8743564"
"Minnesota, Watonwan","3","43.9736055","-94.6370354"
"Minnesota, Wilkin","2","46.3258354","-96.4586194"
"Minnesota, Winona","11","43.9582272","-91.7807784"
"Minnesota, Wright","7","45.1489061","-93.9639196"
"Minnesota, Yellow Medicine","1","44.7198536","-95.8533555"
"Mississippi, Adams","14","31.4904433","-91.3297733"
"Mississippi, Alcorn","6","31.8779382","-91.1392755"
"Mississippi, Amite","5","31.1729865","-90.8217568"
"Mississippi, Attala","14","33.0777868","-89.5680661"
"Mississippi, Benton","5","32.8265223","-90.259533"
"Mississippi, Bolivar","32","33.7702263","-90.8519798"
"Mississippi, Calhoun","4","31.6959952","-89.2053362"
"Mississippi, Carroll","5","33.4230182","-89.9110025"
"Mississippi, Chickasaw","15","33.9137474","-88.9357382"
"Mississippi, Choctaw","7","33.3569348","-89.2390212"
"Mississippi, Claiborne","1","31.9640731","-90.9141968"
"Mississippi, Clarke","4","32.0396256","-88.7003965"
"Mississippi, Clay","7","34.2701035","-88.3372675"
"Mississippi, Coahoma","26","34.1931314","-90.5653906"
"Mississippi, Copiah","11","31.8563532","-90.4798717"
"Mississippi, Covington","4","31.6143213","-89.5278045"
"Mississippi, DeSoto","111","34.8703284","-89.9778704"
"Mississippi, Forrest","30","31.1540772","-89.2398601"
"Mississippi, Franklin","3","31.467398","-90.8992648"
"Mississippi, George","4","32.8501303","-90.7017634"
"Mississippi, Grenada","4","33.772401","-89.7674875"
"Mississippi, Hancock","28","30.3892826","-89.4782116"
"Mississippi, Harrison","69","30.4553392","-89.1313136"
"Mississippi, Hinds","139","32.2506754","-90.4793259"
"Mississippi, Holmes","16","33.1018124","-90.0656168"
"Mississippi, Humphreys","4","33.1282074","-90.5408182"
"Mississippi, Itawamba","3","34.2774018","-88.3713687"
"Mississippi, Jackson","75","32.2990384","-90.1847691"
"Mississippi, Jasper","3","32.0216075","-89.1132111"
"Mississippi, Jefferson","1","31.7257154","-91.0335766"
"Mississippi, Jones","8","31.5728946","-90.4449444"
"Mississippi, Kemper","4","48.0254284","-3.7040359"
"Mississippi, Lafayette","21","34.3646125","-89.53963491020966"
"Mississippi, Lamar","9","34.9173149","-89.3178505"
"Mississippi, Lauderdale","50","32.5206941","-88.5117048"
"Mississippi, Lawrence","5","32.3251443","-89.2328394"
"Mississippi, Leake","7","32.7401114","-89.5241292"
"Mississippi, Lee","26","30.478322","-89.024533"
"Mississippi, Leflore","21","33.5244154","-90.288095"
"Mississippi, Lincoln","14","31.744703","-89.657396"
"Mississippi, Lowndes","12","33.4466925","-88.4108384"
"Mississippi, Madison","65","32.4618086","-90.1153638"
"Mississippi, Marion","5","32.4173638","-88.6478207"
"Mississippi, Marshall","19","34.7329561","-89.4725635"
"Mississippi, Monroe","12","31.4715604","-90.8267679"
"Mississippi, Montgomery","10","33.5074528","-89.6182472"
"Mississippi, Neshoba","5","32.6234704","-89.1381155"
"Mississippi, Newton","4","32.3212554","-89.1633929"
"Mississippi, Noxubee","5","33.1190254","-88.5916703"
"Mississippi, Oktibbeha","23","33.4131096","-88.8937318"
"Mississippi, Panola","8","34.3793392","-89.9601925"
"Mississippi, Pearl River","41","30.7761973","-89.5984726"
"Mississippi, Perry","11","30.7207466","-89.1414364"
"Mississippi, Pike","21","39.548248","-91.153628"
"Mississippi, Pontotoc","11","34.2478831","-88.998673"
"Mississippi, Prentiss","9","31.5985012","-89.8670229"
"Mississippi, Quitman","4","34.1920186","-90.2946542"
"Mississippi, Rankin","64","32.2865353","-89.9070243"
"Mississippi, Scott","17","33.5917794","-91.0742748"
"Mississippi, Sharkey","2","32.8742585","-90.8478339"
"Mississippi, Simpson","5","31.8919593","-89.9323619"
"Mississippi, Smith","6","32.424307","-88.4750362"
"Mississippi, Sunflower","13","33.4980504","-90.602067"
"Mississippi, Tallahatchie","2","33.9414425","-90.1577411"
"Mississippi, Tate","13","34.6391489","-89.9335244"
"Mississippi, Tippah","30","34.7296814","-88.9119403"
"Mississippi, Tishomingo","1","34.6367608","-88.2317103"
"Mississippi, Tunica","14","34.6845455","-90.382877"
"Mississippi, Union","5","32.5715272","-89.1214478"
"Mississippi, Walthall","11","31.1241919","-90.1197687"
"Mississippi, Warren","2","32.3649878","-90.7975574"
"Mississippi, Washington","31","33.2626706","-90.9183546"
"Mississippi, Wayne","1","31.6212491","-88.6858852"
"Mississippi, Webster","8","33.6197203","-89.2646598"
"Mississippi, Wilkinson","22","31.1371924","-91.3329359"
"Mississippi, Winston","11","33.0603103","-89.0495278"
"Mississippi, Yalobusha","7","34.0213455","-89.6991703"
"Mississippi, Yazoo","13","32.7709321","-90.4120889"
"Missouri, Adair","8","40.1769782","-92.6161167"
"Missouri, Atchison","1","40.4144817","-95.4359392"
"Missouri, Barry","1","36.7033624","-93.8229669"
"Missouri, Bates","3","38.2612027","-94.3503613"
"Missouri, Benton","3","38.2930723","-93.3036786"
"Missouri, Bollinger","1","37.3310468","-90.0296175"
"Missouri, Boone","74","39.0153926","-92.3307534"
"Missouri, Buchanan","8","39.6733203","-94.794829"
"Missouri, Butler","1","36.7151346","-90.4146358"
"Missouri, Caldwell","1","39.6558966","-93.9997281"
"Missouri, Callaway","18","38.8491265","-91.9257607"
"Missouri, Camden","21","38.0323133","-92.7638327"
"Missouri, Cape Girardeau","15","37.3034933","-89.5230357"
"Missouri, Carter","3","36.9303011","-90.9598933"
"Missouri, Cass","21","38.6585427","-94.3721539"
"Missouri, Cedar","4","37.7084225","-93.861222"
"Missouri, Chariton","4","39.5372927","-92.9524728"
"Missouri, Christian","13","36.9586087","-93.1692896"
"Missouri, Clark","1","40.3962004","-91.7362195"
"Missouri, Clay","26","39.3187409","-94.4046405"
"Missouri, Clinton","8","39.5975986","-94.4184896"
"Missouri, Cole","26","38.5189519","-92.2956433"
"Missouri, Cooper","2","38.8452595","-92.8249579"
"Missouri, Crawford","1","37.9920098","-91.3156445"
"Missouri, DeKalb","1","39.885757","-94.4078109"
"Missouri, Dunklin","7","36.2156534","-90.0591292"
"Missouri, Franklin","23","38.4021095","-91.0841241"
"Missouri, Gasconade","1","38.4575789","-91.5177499"
"Missouri, Greene","60","37.2671929","-93.3465486"
"Missouri, Harrison","2","40.337172","-93.9845199"
"Missouri, Henry","1","38.3791027","-93.8066565"
"Missouri, Howell","1","36.766989","-91.9151975"
"Missouri, Jackson","120","39.03551565","-94.35827593325297"
"Missouri, Jasper","8","37.176515","-94.3103412"
"Missouri, Jefferson","62","38.267166","-90.5721889"
"Missouri, Johnson","28","38.7295547","-93.8161034"
"Missouri, Kansas City","153","39.100105","-94.5781416"
"Missouri, Lafayette","20","39.0603689","-93.8151868"
"Missouri, Lincoln","16","39.0605477","-90.959359"
"Missouri, Linn","1","39.8652349","-93.1104004"
"Missouri, Livingston","1","39.7639036","-93.5573919"
"Missouri, Macon","2","39.8416253","-92.5675118"
"Missouri, Maries","2","38.1683782","-91.928925"
"Missouri, McDonald","2","36.6259839","-94.3529462"
"Missouri, Moniteau","2","38.6074608","-92.5851064"
"Missouri, Montgomery","3","38.9682313","-91.4821326"
"Missouri, Morgan","1","38.4177341","-92.9183724"
"Missouri, New Madrid","1","36.5749606","-89.6780945"
"Missouri, Newton","6","36.9070237","-94.3424195"
"Missouri, Osage","2","38.4637283","-91.8708392"
"Missouri, Pemiscot","3","36.2104949","-89.8351486"
"Missouri, Perry","21","37.7107349","-89.8430248"
"Missouri, Pettis","2","38.7346291","-93.2991713"
"Missouri, Pike","2","38.7604815","-92.5617875"
"Missouri, Platte","13","39.3770348","-94.7716306"
"Missouri, Pulaski","10","37.8402606","-92.2248398"
"Missouri, Ralls","1","39.552012","-91.547611"
"Missouri, Randolph","4","39.4418988","-92.5009215"
"Missouri, Ray","2","39.3661726","-93.9888262"
"Missouri, Reynolds","2","37.3762658","-90.9659462"
"Missouri, Ripley","2","36.6478735","-90.8887906"
"Missouri, Saline","2","39.1256186","-93.2300648"
"Missouri, Scott","7","37.0516647","-89.5523071"
"Missouri, Shelby","1","39.8004535","-92.071021"
"Missouri, St. Charles","132","38.7877791","-90.6747372"
"Missouri, St. Francois","12","37.7763775","-90.5089041"
"Missouri, St. Louis","794","38.6529545","-90.24111656024635"
"Missouri, St. Louis city","275","38.6529545","-90.24111656024635"
"Missouri, Ste. Genevieve","6","37.88958","-90.1856637"
"Missouri, Stoddard","7","36.8556646","-89.9451636"
"Missouri, Stone","2","36.7377156","-93.4555059"
"Missouri, Taney","5","36.6563729","-93.0665776"
"Missouri, Unknown","3","38.24487","-92.6730186"
"Missouri, Warren","7","38.7535106","-91.1453948"
"Missouri, Webster","2","37.2895151","-92.8792111"
"Missouri, Wright","6","37.2731008","-92.4765999"
"Montana, Broadwater","4","46.3252827","-111.4969303"
"Montana, Carbon","1","45.2050058","-109.1434792"
"Montana, Cascade","11","47.3271465","-111.3281242"
"Montana, Deer Lodge","3","46.0753795","-113.089332"
"Montana, Flathead","20","48.3840879","-113.972144"
"Montana, Gallatin","101","45.4868491","-111.1967693"
"Montana, Glacier","1","48.6966449","-112.9467116"
"Montana, Hill","1","47.3752671","-109.6387579"
"Montana, Jefferson","2","46.1850019","-112.1388102"
"Montana, Lake","4","47.3752671","-109.6387579"
"Montana, Lewis and Clark","13","47.2117026","-112.4768049"
"Montana, Liberty","1","48.5608235","-111.0465825"
"Montana, Lincoln","6","48.5891095","-115.4911526"
"Montana, Madison","6","45.2963203","-111.8930287"
"Montana, Meagher","1","46.6305891","-110.8988278"
"Montana, Missoula","17","46.8701049","-113.9952672"
"Montana, Musselshell","1","46.4728903","-108.4473635"
"Montana, Park","6","47.3752671","-109.6387579"
"Montana, Ravalli","1","46.0757223","-114.1139453"
"Montana, Roosevelt","1","48.3069516","-104.9709901"
"Montana, Silver Bow","11","45.9009106","-112.6788845"
"Montana, Toole","12","48.6771309","-111.7312844"
"Montana, Unknown","0","39.1057687","-119.6972985"
"Montana, Yellowstone","38","45.9645464","-108.276076"
"Nebraska, Adams","6","40.5125798","-98.5148588"
"Nebraska, Antelope","1","42.1864809","-98.0716943"
"Nebraska, Buffalo","10","40.8421618","-99.0845451"
"Nebraska, Cass","2","40.9017313","-96.1922102"
"Nebraska, Colfax","1","41.5738643","-97.0828487"
"Nebraska, Cuming","1","41.9233919","-96.7921475"
"Nebraska, Dawson","1","40.8776438","-99.8505693"
"Nebraska, Dodge","5","41.58577","-96.6789773"
"Nebraska, Douglas","138","41.2954112","-96.1415672"
"Nebraska, Gage","2","40.2469449","-96.7021336"
"Nebraska, Gosper","1","40.5145053","-99.8185651"
"Nebraska, Hall","27","41.7370229","-99.5873816"
"Nebraska, Hamilton","3","40.8569853","-98.0470062"
"Nebraska, Kearney","1","40.4906216","-98.9472344"
"Nebraska, Kimball","5","41.1881305","-103.6997645"
"Nebraska, Knox","2","42.6206698","-97.8901445"
"Nebraska, Lancaster","14","40.7768326","-96.7111039"
"Nebraska, Lincoln","14","40.8088861","-96.7077751"
"Nebraska, Madison","5","41.9064942","-97.5961512"
"Nebraska, Merrick","1","41.1650536","-98.0531937"
"Nebraska, Nemaha","1","40.3837713","-95.8518344"
"Nebraska, Otoe","1","40.6566851","-96.1444582"
"Nebraska, Platte","3","41.5760383","-97.51149"
"Nebraska, Sarpy","26","41.1193462","-96.093081"
"Nebraska, Saunders","3","41.2260007","-96.6520834"
"Nebraska, Scotts Bluff","3","41.8555787","-103.7088303"
"Nebraska, Washington","19","41.5407766","-96.246548"
"Nebraska, York","1","40.871617","-97.6001401"
"Nevada, Carson City","9","39.1649125","-119.7666496"
"Nevada, Clark","1279","36.3467726","-115.0907378"
"Nevada, Douglas","7","38.9072611","-119.6201824"
"Nevada, Elko","7","41.1958128","-115.3272864"
"Nevada, Humboldt","9","41.429394","-118.2024818"
"Nevada, Lyon","2","38.9887898","-119.1822042"
"Nevada, Nye","7","38.3544843","-116.4069616"
"Nevada, Washoe","229","40.5849048","-119.6131606"
"New Hampshire, Belknap","14","43.5218848","-71.4530581"
"New Hampshire, Carroll","17","43.8778199","-71.2740836"
"New Hampshire, Cheshire","9","42.9525022","-72.2834412"
"New Hampshire, Coos","1","44.698627","-71.3768039"
"New Hampshire, Grafton","38","43.9702453","-71.8742626"
"New Hampshire, Hillsborough","194","42.9373379","-71.751376"
"New Hampshire, Merrimack","36","43.3260376","-71.6854725"
"New Hampshire, Rockingham","190","42.9966675","-71.1003143"
"New Hampshire, Strafford","36","43.3312505","-71.0399927"
"New Hampshire, Sullivan","5","43.3564357","-72.2392517"
"New Jersey, Atlantic","75","39.5143268","-74.6632883"
"New Jersey, Bergen","4866","40.9678345","-74.0563254"
"New Jersey, Burlington","367","39.9325409","-74.7226665"
"New Jersey, Camden","406","39.9448402","-75.1198911"
"New Jersey, Cape May","44","39.1765386","-74.8012119"
"New Jersey, Cumberland","36","39.3183341","-75.1623239"
"New Jersey, Essex","3067","40.7913922","-74.2479444"
"New Jersey, Gloucester","183","39.7267303","-75.1535378"
"New Jersey, Hudson","2835","40.7381635","-74.0550731"
"New Jersey, Hunterdon","148","40.5770634","-74.9261552"
"New Jersey, Mercer","484","40.2807177","-74.7033717"
"New Jersey, Middlesex","2125","40.4279708","-74.3963102"
"New Jersey, Monmouth","1743","40.2932319","-74.1671114"
"New Jersey, Morris","1298","40.8679538","-74.5601181"
"New Jersey, Ocean","1685","39.977818","-74.3319287"
"New Jersey, Passaic","2216","40.8567663","-74.1284764"
"New Jersey, Salem","25","39.5980987","-75.3488201"
"New Jersey, Somerset","641","40.5012385","-74.48547748517902"
"New Jersey, Sussex","210","41.133372","-74.6930393"
"New Jersey, Union","2487","40.6652251","-74.3045277"
"New Jersey, Unknown","4805","33.7147613","-117.7902856"
"New Jersey, Warren","149","40.8602222","-74.9720493"
"New Mexico, Bernalillo","202","35.0349239","-106.6870693"
"New Mexico, Catron","1","33.9026943","-108.3800825"
"New Mexico, Chaves","13","33.2993426","-104.5133481"
"New Mexico, Cibola","8","34.8722771","-107.9398474"
"New Mexico, Curry","6","34.5220133","-103.3099435"
"New Mexico, Doña Ana","22","32.32817","-106.8494235"
"New Mexico, Eddy","4","32.4003136","-104.3452596"
"New Mexico, Grant","1","32.7548776","-108.3634144"
"New Mexico, Lea","2","32.7448727","-103.3828242"
"New Mexico, McKinley","32","35.6438394","-108.1515609"
"New Mexico, Otero","2","32.5059533","-105.8063662"
"New Mexico, Rio Arriba","5","36.5488273","-106.8155233"
"New Mexico, Roosevelt","1","33.972525","-103.4933903"
"New Mexico, San Juan","50","36.4755752","-108.3046555"
"New Mexico, San Miguel","1","35.470043","-104.7946178"
"New Mexico, Sandoval","66","35.5910806","-106.8472167"
"New Mexico, Santa Fe","52","35.6869996","-105.9377997"
"New Mexico, Socorro","4","34.0572858","-106.8930799"
"New Mexico, Taos","13","36.4072377","-105.5732847"
"New Mexico, Torrance","3","34.6356278","-105.9059678"
"New Mexico, Unknown","2","-30.7424","150.6185"
"New Mexico, Valencia","5","34.7325886","-106.8503919"
"New York, Albany","267","42.6511674","-73.754968"
"New York, Allegany","12","42.2446061","-78.0419281"
"New York, Broome","46","42.1455623","-75.8404114"
"New York, Cattaraugus","8","42.2234823","-78.6477096"
"New York, Cayuga","6","42.8093409","-76.5700777"
"New York, Chautauqua","10","42.2894671","-79.421728"
"New York, Chemung","22","42.1384667","-76.7725493"
"New York, Chenango","28","42.4784565","-75.6130279"
"New York, Clinton","25","43.0484029","-75.3785034"
"New York, Columbia","41","2.1698657","-72.165547"
"New York, Cortland","10","42.5842136","-76.0704906"
"New York, Delaware","23","42.194917","-75.0016302"
"New York, Dutchess","809","41.7194303","-73.7516205"
"New York, Erie","802","42.7164263","-78.7620327"
"New York, Essex","6","44.0638879","-73.7542043"
"New York, Franklin","9","44.5599139","-74.3273735"
"New York, Fulton","6","43.1061507","-74.4461771"
"New York, Genesee","17","43.0102726","-78.1780196"
"New York, Greene","21","42.3292408","-75.7699147"
"New York, Hamilton","2","43.6307863","-74.4659275"
"New York, Herkimer","16","43.4911326","-74.9481252"
"New York, Jefferson","15","44.059311","-75.9995742"
"New York, Lewis","3","43.7344277","-75.440289"
"New York, Livingston","18","42.7360902","-77.7781416"
"New York, Madison","77","42.875882","-75.6802581"
"New York, Monroe","464","43.150094","-77.6810141"
"New York, Montgomery","8","41.5275938","-74.236816"
"New York, Nassau","12024","40.7412643","-73.5877699"
"New York, New York City","57160","40.7127281","-74.0060152"
"New York, Niagara","91","43.2042439","-78.7676017"
"New York, Oneida","68","43.2144051","-75.4039155"
"New York, Onondaga","301","43.015598","-76.2257127"
"New York, Ontario","31","42.8580624","-77.295025"
"New York, Orange","2397","41.7893029","-73.9228418"
"New York, Orleans","6","43.2244513","-78.2272835"
"New York, Oswego","28","43.4112973","-76.1279841"
"New York, Otsego","21","42.5984272","-75.0142701"
"New York, Putnam","236","41.426996","-73.760156"
"New York, Rensselaer","71","42.6425795","-73.742898"
"New York, Rockland","4289","41.9453663","-74.9129403"
"New York, Saratoga","132","41.3149011","-74.12503520754366"
"New York, Schenectady","101","42.8142432","-73.9395687"
"New York, Schoharie","8","42.5757217","-74.4390277"
"New York, Schuyler","3","42.3899705","-76.8744093"
"New York, Seneca","5","42.7831619","-76.8386051"
"New York, St. Lawrence","42","44.4973591","-75.0657043"
"New York, Steuben","49","42.2359045","-77.3750862"
"New York, Suffolk","10154","40.8832318","-72.8578027"
"New York, Sullivan","156","41.7156311","-74.7804323"
"New York, Tioga","8","42.1333395","-76.3309339"
"New York, Tompkins","87","42.443114","-76.47259209120807"
"New York, Ulster","243","41.8689317","-74.2618518"
"New York, Unknown","37","41.1786227","-74.1338554"
"New York, Warren","19","43.5018687","-73.8164637"
"New York, Washington","13","43.2294536","-73.4471343"
"New York, Wayne","27","43.1500557","-77.0377603"
"New York, Westchester","12350","41.1763139","-73.7907554"
"New York, Wyoming","15","42.7039813","-78.2415228"
"New York, Yates","2","42.6444444","-77.112177"
"North Carolina, Alamance","14","36.0351361","-79.4858549"
"North Carolina, Alexander","2","35.924738","-81.1716315"
"North Carolina, Alleghany","2","36.5029951","-81.1340843"
"North Carolina, Anson","3","34.9705848","-80.0958187"
"North Carolina, Beaufort","7","35.469331","-76.8927522"
"North Carolina, Bertie","6","36.0608505","-76.9747965"
"North Carolina, Bladen","1","34.627971","-78.5627714"
"North Carolina, Brunswick","22","34.0718195","-78.1914215"
"North Carolina, Buncombe","24","35.6292222","-82.5255603"
"North Carolina, Burke","10","35.7270403","-81.6632108"
"North Carolina, Cabarrus","56","35.4045503","-80.564371"
"North Carolina, Caldwell","3","35.9417876","-81.5262567"
"North Carolina, Carteret","14","34.8496625","-76.5931208"
"North Carolina, Caswell","1","36.4035101","-79.3357315"
"North Carolina, Catawba","16","35.6740563","-81.2107215"
"North Carolina, Chatham","19","35.7151316","-79.2533035"
"North Carolina, Cherokee","8","35.1184149","-84.0886181"
"North Carolina, Chowan","1","36.0768949","-76.629641"
"North Carolina, Clay","3","35.0572652","-83.7324509"
"North Carolina, Cleveland","10","35.7331953","-80.6770111"
"North Carolina, Columbus","2","34.2814497","-78.666593"
"North Carolina, Craven","11","35.0808574","-77.0439978"
"North Carolina, Cumberland","35","35.0461723","-78.8394255"
"North Carolina, Currituck","2","36.3918723","-75.9118432"
"North Carolina, Dare","1","35.6333866","-75.6869011"
"North Carolina, Davidson","43","35.7902384","-80.2115053"
"North Carolina, Davie","12","35.9375154","-80.5464948"
"North Carolina, Duplin","3","34.9464988","-77.9320171"
"North Carolina, Durham","159","35.996653","-78.9018053"
"North Carolina, Edgecombe","4","35.9213841","-77.5971695"
"North Carolina, Forsyth","63","36.1476399","-80.2415712"
"North Carolina, Franklin","13","36.1028596","-78.2787229"
"North Carolina, Gaston","37","35.2849659","-81.179014"
"North Carolina, Gates","1","36.4412509","-76.6944133"
"North Carolina, Granville","22","36.3210127","-78.6593963"
"North Carolina, Greene","5","35.481724","-77.6728536"
"North Carolina, Guilford","79","36.0875688","-79.7888515"
"North Carolina, Halifax","7","36.2494056","-77.66834"
"North Carolina, Harnett","19","35.388093","-78.8624963"
"North Carolina, Haywood","1","35.5456202","-82.9907823"
"North Carolina, Henderson","22","35.3389062","-82.4663918"
"North Carolina, Hertford","4","36.3560545","-77.0115135"
"North Carolina, Hoke","9","35.0271856","-79.2432785"
"North Carolina, Iredell","36","35.8101636","-80.8805593"
"North Carolina, Johnston","24","33.83208","-81.8009424"
"North Carolina, Lee","3","35.4691746","-79.1547643"
"North Carolina, Lenoir","5","35.2590371","-77.6484879"
"North Carolina, Lincoln","9","35.4866424","-81.2062724"
"North Carolina, Macon","1","35.1436639","-83.3977297"
"North Carolina, Martin","3","35.6729639","-79.0392919"
"North Carolina, McDowell","8","35.6608869","-82.0482171"
"North Carolina, Mecklenburg","564","35.2356385","-80.8139485"
"North Carolina, Mitchell","1","36.0001181","-82.1349028"
"North Carolina, Montgomery","8","35.3299572","-79.8979019"
"North Carolina, Moore","8","35.3054614","-79.4761236"
"North Carolina, Nash","14","35.992983","-77.9755309"
"North Carolina, New Hanover","36","34.2751052","-77.8818627"
"North Carolina, Northampton","33","36.4168078","-77.3642227"
"North Carolina, Onslow","9","34.3166838","-78.193895"
"North Carolina, Orange","44","36.0605095","-79.1172679"
"North Carolina, Pamlico","2","35.1238031","-76.7970224"
"North Carolina, Pasquotank","7","36.2280793","-76.2149621"
"North Carolina, Perquimans","1","36.1739896","-76.4254832"
"North Carolina, Person","2","36.3967816","-78.9882995"
"North Carolina, Pitt","31","35.611481","-77.3707461"
"North Carolina, Polk","6","35.2779217","-82.176176"
"North Carolina, Randolph","19","35.7142874","-79.7975166"
"North Carolina, Robeson","3","34.6485079","-79.0954942"
"North Carolina, Rockingham","3","36.3926798","-79.744144"
"North Carolina, Rowan","36","35.6315952","-80.5171754"
"North Carolina, Rutherford","10","35.3994626","-81.9023191"
"North Carolina, Sampson","1","35.0078434","-78.3609662"
"North Carolina, Scotland","2","34.8628902","-79.4903372"
"North Carolina, Stanly","7","35.3235477","-80.2391366"
"North Carolina, Stokes","3","36.4120995","-80.2288089"
"North Carolina, Surry","2","36.4135582","-80.7013751"
"North Carolina, Transylvania","5","35.1982216","-82.7724889"
"North Carolina, Union","60","34.9795158","-80.5128209"
"North Carolina, Vance","6","36.3747423","-78.4140945"
"North Carolina, Wake","258","35.6709332","-78.4915485"
"North Carolina, Washington","2","35.8253994","-76.5726303"
"North Carolina, Watauga","7","36.2228105","-81.6863808"
"North Carolina, Wayne","9","35.3546293","-78.0149444"
"North Carolina, Wilkes","4","36.1998247","-81.1341351"
"North Carolina, Wilson","20","35.7059114","-77.9175714"
"North Carolina, Yadkin","5","36.1497114","-80.67623"
"North Dakota, Barnes","2","46.9310489","-98.0678849"
"North Dakota, Burke","2","48.7882181","-102.5295867"
"North Dakota, Burleigh","32","46.9498874","-100.5127667"
"North Dakota, Cass","46","46.9241972","-97.220631"
"North Dakota, Divide","1","48.8189219","-103.5180387"
"North Dakota, Dunn","1","47.30612","-102.6112348"
"North Dakota, Eddy","1","47.7113958","-98.9087265"
"North Dakota, Foster","1","47.4642277","-98.8815333"
"North Dakota, Grand Forks","6","47.9078244","-97.0592028"
"North Dakota, Grant","1","46.3441037","-101.6261837"
"North Dakota, McHenry","1","48.1907427","-100.65378"
"North Dakota, McIntosh","1","46.1097938","-99.4243411"
"North Dakota, McKenzie","2","47.7702536","-103.4734684"
"North Dakota, McLean","2","47.6002156","-101.1719782"
"North Dakota, Morton","16","46.7244733","-101.1644543"
"North Dakota, Mountrail","11","48.230321","-102.3603325"
"North Dakota, Oliver","1","47.1077709","-101.3524486"
"North Dakota, Pierce","2","48.1957108","-100.0625504"
"North Dakota, Ramsey","3","48.2426199","-98.7062419"
"North Dakota, Sioux","1","46.0654725","-100.978187"
"North Dakota, Slope","1","46.4464651","-103.4507022"
"North Dakota, Stark","19","46.7870161","-102.7338349"
"North Dakota, Walsh","1","48.3693784","-97.7469943"
"North Dakota, Ward","14","48.2488309","-101.6242607"
"North Dakota, Williams","5","48.3629861","-103.4958386"
"Northern Mariana Islands, Unknown","8","15.0979","145.6739"
"Ohio, Allen","13","40.8077797","-84.0572225"
"Ohio, Ashland","3","40.7887367","-82.2360391"
"Ohio, Ashtabula","9","41.7167229","-80.74947"
"Ohio, Athens","3","39.355589","-82.0610404"
"Ohio, Auglaize","5","40.5942186","-84.2641951"
"Ohio, Belmont","13","40.0057737","-81.0097516"
"Ohio, Brown","2","38.9092542","-83.8836555"
