level_0,index,county,cases,latitude,longitude
716,716,"Iowa, Scott",31,41.6251843,-90.61642009999998
717,717,"Iowa, Shelby",5,41.668243,-95.31636230000001
718,718,"Iowa, Sioux",5,43.057407899999994,-96.1602368
719,719,"Iowa, Story",5,42.0161612,-93.489194
720,720,"Iowa, Tama",22,42.056810799999994,-92.5433918
721,721,"Iowa, Taylor",1,40.738254,-94.6847413
722,722,"Iowa, Van Buren",5,40.749202000000004,-91.9689529
723,723,"Iowa, Wapello",1,41.0137597,-92.4140217
724,724,"Iowa, Warren",8,41.3138645,-93.5685324
725,725,"Iowa, Washington",43,41.31600820000001,-91.7340327
726,726,"Iowa, Webster",1,42.43260720000001,-94.18431600000001
727,727,"Iowa, Winneshiek",4,43.2677179,-91.8563139
728,728,"Iowa, Woodbury",8,42.3775361,-96.06071870000001
729,729,"Iowa, Wright",1,42.7404452,-93.7325849
730,730,"Kansas, Atchison",1,39.545815999999995,-95.3326052
731,731,"Kansas, Barton",3,38.4683432,-98.776234
732,732,"Kansas, Bourbon",3,37.8485797,-94.8679591
733,733,"Kansas, Butler",7,37.77924,-96.8456342
734,734,"Kansas, Chautauqua",2,37.146335,-96.26569659999998
735,735,"Kansas, Cherokee",5,37.1718068,-94.84820690000001
736,736,"Kansas, Clay",1,39.3615169,-97.1718432
737,737,"Kansas, Cloud",1,39.4850226,-97.6705137
738,738,"Kansas, Coffey",18,38.235413,-95.7498925
739,739,"Kansas, Cowley",1,37.241315500000006,-96.8675685
740,740,"Kansas, Crawford",6,37.503889,-94.86524659999999
741,741,"Kansas, Doniphan",1,39.7831556,-95.1776492
742,742,"Kansas, Douglas",31,38.883839200000004,-95.2874559
743,743,"Kansas, Finney",4,38.0452481,-100.8199963
744,744,"Kansas, Ford",2,37.7072469,-99.8943146
745,745,"Kansas, Franklin",9,38.5720008,-95.3184483
746,746,"Kansas, Gove",1,38.9030073,-100.5073968
747,747,"Kansas, Harvey",2,38.0352315,-97.4486267
748,748,"Kansas, Jackson",1,39.403091700000004,-95.8159647
749,749,"Kansas, Jefferson",2,39.240589299999996,-95.391413
750,750,"Kansas, Johnson",172,38.883793299999994,-94.8389141
751,751,"Kansas, Labette",1,37.1899712,-95.3103729
752,752,"Kansas, Leavenworth",31,39.2147095,-95.06203470000001
753,753,"Kansas, Linn",5,38.196592700000004,-94.8578272
754,754,"Kansas, Lyon",17,38.4573987,-96.1683124
755,755,"Kansas, Marion",1,38.3734544,-97.1305937
756,756,"Kansas, McPherson",6,38.3659015,-97.65751709999999
757,757,"Kansas, Miami",1,38.562051399999994,-94.8557402
758,758,"Kansas, Mitchell",2,39.3863019,-98.21126290000001
759,759,"Kansas, Montgomery",6,37.198394799999996,-95.76283409999999
760,760,"Kansas, Morris",2,38.6908906,-96.6707526
761,761,"Kansas, Neosho",1,37.556634499999994,-95.33166
762,762,"Kansas, Osage",3,38.6736049,-95.7367738
763,763,"Kansas, Osborne",1,39.335155799999995,-98.79335090000001
764,764,"Kansas, Ottawa",1,39.1273653,-97.6568094
765,765,"Kansas, Pottawatomie",2,39.3928203,-96.34142790000001
766,766,"Kansas, Pratt",1,37.6280602,-98.7485305
767,767,"Kansas, Reno",9,37.930344,-98.1055753
768,768,"Kansas, Riley",11,39.3026347,-96.7709339
769,769,"Kansas, Saline",4,38.77044620000001,-97.6669832
770,770,"Kansas, Sedgwick",85,37.6448148,-97.46413879999999
771,771,"Kansas, Shawnee",24,39.02736760000001,-95.7627535
772,772,"Kansas, Stafford",1,38.0350094,-98.718816
773,773,"Kansas, Stevens",1,37.1929045,-101.31193540000001
774,774,"Kansas, Sumner",2,37.2435967,-97.4792142
775,775,"Kansas, Woodson",3,37.8811369,-95.7517113
776,776,"Kansas, Wyandotte",131,39.1090458,-94.767624
777,777,"Kentucky, Allen",1,36.7528961,-86.1924103
778,778,"Kentucky, Anderson",3,38.0096811,-84.9880147
779,779,"Kentucky, Barren",2,36.958464899999996,-85.92581700000002
780,780,"Kentucky, Bath",1,38.124524799999996,-83.7249243
781,781,"Kentucky, Boone",5,38.9589235,-84.71601209999999
782,782,"Kentucky, Bourbon",6,38.19448670000001,-84.2046611
783,783,"Kentucky, Boyd",5,38.3608934,-82.6945926
784,784,"Kentucky, Boyle",2,37.6240938,-84.8540572
785,785,"Kentucky, Bracken",1,38.686946,-84.07514609999998
786,786,"Kentucky, Breathitt",3,37.5248869,-83.2943551
787,787,"Kentucky, Breckinridge",2,37.74063889999999,-86.4109353
788,788,"Kentucky, Bullitt",6,37.9749498,-85.6742394
789,789,"Kentucky, Butler",1,37.240158,-86.67392099999998
790,790,"Kentucky, Calloway",5,36.6257937,-88.27107600000002
791,791,"Kentucky, Campbell",7,38.9339799,-84.37152859999998
792,792,"Kentucky, Carroll",2,38.65718,-85.1000246
793,793,"Kentucky, Christian",15,36.877866499999996,-87.50145450000002
794,794,"Kentucky, Clark",11,37.9713791,-84.15501450000002
795,795,"Kentucky, Crittenden",1,37.3600974,-88.08851059999998
796,796,"Kentucky, Cumberland",1,36.7934611,-85.3795095
797,797,"Kentucky, Daviess",44,37.6877924,-87.08183570000001
798,798,"Kentucky, Edmonson",4,37.19991810000001,-86.2206738
799,799,"Kentucky, Fayette",124,38.028064799999996,-84.47224440000002
800,800,"Kentucky, Floyd",1,37.547345899999996,-82.76456209999998
801,801,"Kentucky, Franklin",7,38.25204229999999,-84.8633812
802,802,"Kentucky, Grant",2,38.6472221,-84.6162564
803,803,"Kentucky, Graves",1,36.7244966,-88.6569094
804,804,"Kentucky, Grayson",2,37.453743700000004,-86.3389464
805,805,"Kentucky, Hancock",1,37.8189002,-86.75322609999998
806,806,"Kentucky, Hardin",7,37.6645815,-85.9634901
807,807,"Kentucky, Harrison",19,38.4355948,-84.3216412
808,808,"Kentucky, Henderson",7,37.76721,-87.55737420000001
809,809,"Kentucky, Henry",1,38.447983,-85.1191168
810,810,"Kentucky, Hopkins",21,37.30068170000001,-87.5612458
811,811,"Kentucky, Jefferson",249,38.1787175,-85.664528
812,812,"Kentucky, Jessamine",15,37.86528660000001,-84.576902
813,813,"Kentucky, Kenton",31,38.9252546,-84.5331967
814,814,"Kentucky, Larue",2,37.5726028,-85.1551411
815,815,"Kentucky, Laurel",2,37.1000973,-84.11482729999999
816,816,"Kentucky, Lawrence",1,38.060180700000004,-82.7316588
817,817,"Kentucky, Lewis",1,38.5192128,-83.3400338
818,818,"Kentucky, Lincoln",1,37.4657952,-84.65736770000002
819,819,"Kentucky, Logan",2,36.823707,-86.88336070000004
820,820,"Kentucky, Lyon",2,36.9981232,-88.0658149
821,821,"Kentucky, Madison",12,37.7298081,-84.2974735
822,822,"Kentucky, Marion",1,37.54137470000001,-85.2650391
823,823,"Kentucky, Marshall",1,36.8624306,-88.3264641
824,824,"Kentucky, Martin",1,37.5726028,-85.1551411
825,825,"Kentucky, Mason",1,38.5755445,-83.8118236
826,826,"Kentucky, McCracken",8,37.033583899999996,-88.71072009999996
827,827,"Kentucky, McCreary",1,36.735774,-84.4960095
828,828,"Kentucky, Meade",1,37.93133710000001,-86.1902231
829,829,"Kentucky, Menifee",4,37.935760200000004,-83.6014187
830,830,"Kentucky, Mercer",2,37.8087581,-84.87608359999999
831,831,"Kentucky, Montgomery",6,38.0372304,-83.9152368
832,832,"Kentucky, Muhlenberg",8,37.1984359,-87.1417319
833,833,"Kentucky, Nelson",4,37.8078463,-85.4741595
834,834,"Kentucky, Nicholas",1,38.3287954,-84.01535809999999
835,835,"Kentucky, Oldham",4,38.497563899999996,-85.4210695
836,836,"Kentucky, Pendleton",1,38.691460600000006,-84.3689142
837,837,"Kentucky, Powell",1,37.8192526,-83.8239902
838,838,"Kentucky, Pulaski",11,37.112478100000004,-84.59389300000002
839,839,"Kentucky, Rockcastle",1,37.3885959,-84.3254309
840,840,"Kentucky, Russell",1,38.517302799999996,-82.6976631
841,841,"Kentucky, Scott",8,38.2776401,-84.5816131
842,842,"Kentucky, Shelby",5,38.2215625,-85.2111267
843,843,"Kentucky, Simpson",5,36.73518,-86.57801020000002
844,844,"Kentucky, Spencer",4,38.0237475,-85.32038990000002
845,845,"Kentucky, Taylor",2,37.3396409,-85.30966070000002
846,846,"Kentucky, Union",2,37.637246999999995,-87.95803599999998
847,847,"Kentucky, Unknown",15,38.028695899999995,-84.51042170000002
848,848,"Kentucky, Warren",18,36.9812407,-86.42335329999996
849,849,"Kentucky, Washington",2,37.7310874,-85.17504749999998
850,850,"Kentucky, Wayne",3,36.782210600000006,-84.8250848
851,851,"Kentucky, Webster",2,37.5139929,-87.6650997
852,852,"Kentucky, Woodford",7,38.0686424,-84.7404532
853,853,"Louisiana, Acadia",72,30.2740735,-92.39570359999999
854,854,"Louisiana, Allen",34,30.655824199999998,-92.85980490000001
855,855,"Louisiana, Ascension",222,30.2116442,-90.9186104
856,856,"Louisiana, Assumption",33,29.9185432,-91.05339959999999
857,857,"Louisiana, Avoyelles",37,31.0471604,-92.0019698
858,858,"Louisiana, Beauregard",13,30.614449600000004,-93.34168290000001
859,859,"Louisiana, Bienville",9,32.3231432,-93.0761115
860,860,"Louisiana, Bossier",95,32.6676663,-93.5959786
861,861,"Louisiana, Caddo",377,32.529173,-93.8931785
862,862,"Louisiana, Calcasieu",119,30.223201500000002,-93.3434067
863,863,"Louisiana, Caldwell",1,32.082078499999994,-92.1130105
864,864,"Louisiana, Catahoula",6,31.729468100000005,-91.84871070000001
865,865,"Louisiana, Claiborne",18,32.8218607,-93.0097229
866,866,"Louisiana, Concordia",10,31.394188699999997,-91.6714379
867,867,"Louisiana, De Soto",46,32.01953880000001,-93.7488946
868,868,"Louisiana, East Baton Rouge",389,30.5254797,-91.0899217
869,869,"Louisiana, East Carroll",1,32.6949938,-91.2605142
870,870,"Louisiana, East Feliciana",19,30.846216499999997,-91.04057990000001
871,871,"Louisiana, Evangeline",18,30.697677600000002,-92.42178129999999
872,872,"Louisiana, Franklin",10,32.125425199999995,-91.67780529999999
873,873,"Louisiana, Grant",5,31.5748918,-92.5730029
874,874,"Louisiana, Iberia",78,29.981224199999996,-91.7451362
875,875,"Louisiana, Iberville",81,30.2120844,-91.31336230000001
876,876,"Louisiana, Jackson",4,32.2932692,-92.5628442
877,877,"Louisiana, Jefferson",2495,29.8502657,-90.12938940000001
878,878,"Louisiana, Jefferson Davis",14,30.257550300000002,-92.7886576
879,879,"Louisiana, Lafayette",276,30.2240897,-92.0198427
880,880,"Louisiana, Lafourche",185,29.582015500000004,-90.39648890000001
881,881,"Louisiana, Lincoln",17,32.598162,-92.6792848
882,882,"Louisiana, Livingston",40,30.415869899999997,-90.71893440000001
883,883,"Louisiana, Madison",1,32.3614697,-91.255051
884,884,"Louisiana, Morehouse",7,32.8326959,-91.8374127
885,885,"Louisiana, Natchitoches",6,31.76067320000001,-93.08602090000001
886,886,"Louisiana, Orleans",3476,29.949932300000004,-90.0701156
887,887,"Louisiana, Ouachita",114,32.4790511,-92.16150040000001
888,888,"Louisiana, Plaquemines",75,29.4291161,-89.51235240000004
889,889,"Louisiana, Pointe Coupee",13,30.6194283,-91.5740887
890,890,"Louisiana, Rapides",81,31.1719886,-92.5526386
891,891,"Louisiana, Red River",2,32.083560399999996,-93.3111105
892,892,"Louisiana, Richland",4,32.4196791,-91.8105911
893,893,"Louisiana, Sabine",4,31.522304899999998,-93.5265161
894,894,"Louisiana, St. Bernard",196,29.8217562,-89.6008692
895,895,"Louisiana, St. Charles",210,29.888317699999998,-90.3794968
896,896,"Louisiana, St. Helena",1,30.8080103,-90.6932182
897,897,"Louisiana, St. James",116,30.009668400000002,-90.7989525
898,898,"Louisiana, St. John the Baptist",290,30.1141748,-90.5276838
899,899,"Louisiana, St. Landry",68,30.6174002,-92.0035057
900,900,"Louisiana, St. Martin",69,30.181142600000005,-91.60811159999999
901,901,"Louisiana, St. Mary",47,29.692328999999997,-91.442465
902,902,"Louisiana, St. Tammany",435,30.4243909,-89.9730381
903,903,"Louisiana, Tangipahoa",55,30.632302399999997,-90.43157540000001
904,904,"Louisiana, Terrebonne",102,29.461621100000002,-90.8705871
905,905,"Louisiana, Union",17,32.838589899999995,-92.3910295
906,906,"Louisiana, Unknown",40,39.4492151,-91.04657420000001
907,907,"Louisiana, Vermilion",18,29.841110600000004,-92.35011750000001
908,908,"Louisiana, Vernon",8,31.0847886,-93.20035820000001
909,909,"Louisiana, Washington",57,30.833752299999997,-90.0721467
910,910,"Louisiana, Webster",23,32.6358137,-93.3285187
911,911,"Louisiana, West Baton Rouge",23,30.45146230000001,-91.3261882
912,912,"Louisiana, West Feliciana",11,30.8842729,-91.4016657
913,913,"Louisiana, Winn",2,31.947293,-92.6401816
914,914,"Maine, Androscoggin",19,44.1402839,-70.196395
915,915,"Maine, Aroostook",1,46.68479620000001,-68.4701132
916,916,"Maine, Cumberland",222,43.8506432,-70.40014980000002
917,917,"Maine, Franklin",4,44.916814,-70.4395797
918,918,"Maine, Hancock",2,44.71353970000001,-68.2994753
919,919,"Maine, Kennebec",19,44.4184616,-69.82506590000001
920,920,"Maine, Knox",9,44.1773049,-69.2127109
921,921,"Maine, Lincoln",8,44.1137571,-69.5351337
922,922,"Maine, Oxford",10,44.4694529,-70.7782375
923,923,"Maine, Penobscot",20,45.2930166,-68.5957766
924,924,"Maine, Sagadahoc",12,43.9900158,-69.8654643
925,925,"Maine, Somerset",2,45.453840299999996,-70.0997288
926,926,"Maine, Unknown",11,48.4695247,-0.1404619
927,927,"Maine, Waldo",3,44.48701610000001,-69.13651850000001
928,928,"Maine, Washington",1,44.97443970000001,-67.6287553
929,929,"Maine, York",89,43.4229305,-70.6546639
930,930,"Maryland, Allegany",2,39.6572451,-78.6550628
931,931,"Maryland, Anne Arundel",249,38.9722583,-76.573454
932,932,"Maryland, Baltimore",427,39.2908816,-76.610759
933,933,"Maryland, Baltimore city",313,39.2908816,-76.610759
934,934,"Maryland, Calvert",30,38.5288529,-76.537764
935,935,"Maryland, Caroline",4,38.8550631,-75.82473979999997
936,936,"Maryland, Carroll",129,39.5685399,-77.026707
937,937,"Maryland, Cecil",25,39.57294279999999,-75.9381806
938,938,"Maryland, Charles",90,38.4991611,-77.027847
939,939,"Maryland, Dorchester",1,38.393069399999995,-76.09956770000002
940,940,"Maryland, Frederick",54,39.4142186,-77.4109269
941,941,"Maryland, Garrett",3,39.544087,-79.24969759999998
942,942,"Maryland, Harford",41,39.548545000000004,-76.30489909999999
943,943,"Maryland, Howard",166,39.230528899999996,-76.91662409999998
944,944,"Maryland, Kent",5,39.2587546,-76.1038454
945,945,"Maryland, Montgomery",566,39.14062670000001,-77.20756120000001
946,946,"Maryland, Prince George's",563,38.803929,-76.85186949999998
947,947,"Maryland, Queen Anne's",12,39.0273331,-76.06168559999998
948,948,"Maryland, Somerset",4,38.0630795,-75.8745873
949,949,"Maryland, St. Mary's",30,38.20662100000001,-76.5389973
950,950,"Maryland, Talbot",5,38.7542065,-76.1919824
951,951,"Maryland, Washington",27,39.58935020000001,-77.710254
952,952,"Maryland, Wicomico",7,38.3888688,-75.635738
953,953,"Maryland, Worcester",5,38.2231182,-75.3319465
954,954,"Massachusetts, Barnstable",314,41.6718684,-70.34992340000001
955,955,"Massachusetts, Berkshire",240,42.512584000000004,-73.1928809
956,956,"Massachusetts, Bristol",517,41.742553799999996,-71.0856545
957,957,"Massachusetts, Dukes",7,41.392637799999996,-70.642011
958,958,"Massachusetts, Essex",1238,42.6320389,-70.7828255
959,959,"Massachusetts, Franklin",89,42.083431299999994,-71.396725
960,960,"Massachusetts, Hampden",661,42.0640239,-72.4186602
961,961,"Massachusetts, Hampshire",114,42.3869382,-72.52991477067445
962,962,"Massachusetts, Middlesex",2202,42.4672,71.2874
963,963,"Massachusetts, Nantucket",9,41.2851566,-70.0984222
964,964,"Massachusetts, Norfolk",1045,42.1538607,-71.1828015
965,965,"Massachusetts, Plymouth",745,41.9426657,-70.7618592
966,966,"Massachusetts, Suffolk",2183,42.354445500000004,-70.97887709999998
967,967,"Massachusetts, Unknown",213,42.297971999999994,-71.38352009999998
968,968,"Massachusetts, Worcester",825,42.26259320000001,-71.8022934
969,969,"Michigan, Allegan",6,42.586720299999996,-85.8861492
970,970,"Michigan, Antrim",4,44.9947369,-85.1133189
971,971,"Michigan, Arenac",2,44.0608193,-83.87186940000002
972,972,"Michigan, Barry",5,42.5910739,-85.3242417
973,973,"Michigan, Bay",18,43.6211955,-84.6824346
974,974,"Michigan, Berrien",52,41.9838614,-86.39857140000002
975,975,"Michigan, Branch",6,43.6211955,-84.6824346
976,976,"Michigan, Calhoun",31,42.2461339,-85.0229223
977,977,"Michigan, Cass",6,41.9090169,-85.9970051
978,978,"Michigan, Charlevoix",5,45.202075,-84.9676387
979,979,"Michigan, Cheboygan",6,45.44174810000001,-84.4768486
980,980,"Michigan, Chippewa",1,46.3111149,-84.6428564
981,981,"Michigan, Clare",2,43.96886729999999,-84.8505091
982,982,"Michigan, Clinton",49,42.943523799999994,-84.6125345
983,983,"Michigan, Crawford",1,44.6769346,-84.6237147
984,984,"Michigan, Delta",5,46.0236602,-86.89502519999998
985,985,"Michigan, Dickinson",1,45.9874631,-87.88649050000002
986,986,"Michigan, Eaton",47,42.593596399999996,-84.8443666
987,987,"Michigan, Emmet",6,45.50640410000001,-84.8567966
988,988,"Michigan, Genesee",422,43.0220032,-83.72743050000003
989,989,"Michigan, Gladwin",2,43.9747774,-84.3873235
990,990,"Michigan, Gogebic",3,46.403433,-89.66267909999998
991,991,"Michigan, Grand Traverse",11,44.6409162,-85.5801336
992,992,"Michigan, Gratiot",5,43.290311700000004,-84.6098023
993,993,"Michigan, Hillsdale",26,41.8779105,-84.59843959999998
994,994,"Michigan, Houghton",1,46.8591287,-88.7774734
995,995,"Michigan, Huron",4,43.8385749,-83.0221987
996,996,"Michigan, Ingham",152,42.5860505,-84.38008409999998
997,997,"Michigan, Ionia",6,42.94696879999999,-85.0713945
998,998,"Michigan, Iosco",1,44.3501989,-83.65821679999998
999,999,"Michigan, Isabella",9,43.6306545,-84.8468516
1000,1000,"Michigan, Jackson",69,42.2416466,-84.425589
1001,1001,"Michigan, Kalamazoo",40,42.291707,-85.5872286
1002,1002,"Michigan, Kalkaska",8,44.67805120000001,-85.1002509
1003,1003,"Michigan, Kent",136,43.002401299999995,-85.5502718
1004,1004,"Michigan, Lapeer",22,43.0904764,-83.23337049999998
1005,1005,"Michigan, Leelanau",1,44.8878795,-85.81199190000002
1006,1006,"Michigan, Lenawee",24,41.873525799999996,-84.0624323
1007,1007,"Michigan, Livingston",121,42.592456299999995,-83.9147925
1008,1008,"Michigan, Luce",1,46.482414399999996,-85.5556156
1009,1009,"Michigan, Mackinac",2,46.085237,-85.0336698
1010,1010,"Michigan, Macomb",1560,42.6741189,-82.902901
1011,1011,"Michigan, Manistee",1,44.3308044,-86.02620429999996
1012,1012,"Michigan, Marquette",7,46.4481521,-87.6305899
1013,1013,"Michigan, Mecosta",4,43.637550299999994,-85.3168199
1014,1014,"Michigan, Midland",16,43.6155825,-84.24721170000002
1015,1015,"Michigan, Missaukee",1,44.336979,-85.1070535
1016,1016,"Michigan, Monroe",95,41.915335799999994,-83.51356650000002
1017,1017,"Michigan, Montcalm",12,43.30554179999999,-85.11219799999998
1018,1018,"Michigan, Muskegon",30,43.234181299999996,-86.2483921
1019,1019,"Michigan, Newaygo",2,43.5121225,-85.79449759999999
1020,1020,"Michigan, Oakland",2540,42.6618842,-83.3804439
1021,1021,"Michigan, Oceana",3,43.6200297,-86.277073
1022,1022,"Michigan, Ogemaw",2,44.3364914,-84.12554899999998
1023,1023,"Michigan, Osceola",3,43.9654579,-85.3310847
1024,1024,"Michigan, Oscoda",2,44.6789109,-84.1467693
1025,1025,"Michigan, Otsego",20,45.024412299999995,-84.61367879999997
1026,1026,"Michigan, Ottawa",37,42.9547143,-85.9827867
1027,1027,"Michigan, Presque Isle",1,45.337525799999995,-83.9567881
1028,1028,"Michigan, Roscommon",2,44.3326932,-84.61651640000002
1029,1029,"Michigan, Saginaw",90,43.420038700000006,-83.9490365
1030,1030,"Michigan, Sanilac",10,43.415068700000006,-82.8234745
1031,1031,"Michigan, Shiawassee",18,42.942948799999996,-84.1458259
1032,1032,"Michigan, St. Clair",66,42.9426715,-82.6283554
1033,1033,"Michigan, St. Joseph",10,41.9031963,-85.53567259999998
1034,1034,"Michigan, Tuscola",15,43.4776781,-83.3951071
1035,1035,"Michigan, Unknown",215,32.198365700000004,-110.81920530000001
1036,1036,"Michigan, Van Buren",12,42.2710763,-86.013973
1037,1037,"Michigan, Washtenaw",477,42.2582044,-83.8440853
1038,1038,"Michigan, Wayne",6096,42.2682408,-83.28441720000002
1039,1039,"Michigan, Wexford",4,44.3353211,-85.5741088
1040,1040,"Minnesota, Anoka",34,45.2710195,-93.2827625
1041,1041,"Minnesota, Beltrami",4,47.9978537,-94.8799011
1042,1042,"Minnesota, Benton",1,45.716212899999995,-94.0481042
1043,1043,"Minnesota, Big Stone",1,45.385265999999994,-96.35573640000001
1044,1044,"Minnesota, Blue Earth",10,44.0109722,-94.05606429999999
1045,1045,"Minnesota, Brown",2,44.2350232,-94.69550509999999
1046,1046,"Minnesota, Carlton",5,46.5799933,-92.7206334
1047,1047,"Minnesota, Carver",11,44.807118,-93.7871792
1048,1048,"Minnesota, Cass",1,47.023411700000004,-94.34546040000001
1049,1049,"Minnesota, Chisago",4,45.4758877,-92.88494109999999
1050,1050,"Minnesota, Clay",8,46.8994904,-96.5088202
1051,1051,"Minnesota, Clearwater",2,47.5643825,-95.37478440000001
1052,1052,"Minnesota, Cottonwood",5,44.019068,-95.1658845
1053,1053,"Minnesota, Crow Wing",3,46.4665237,-94.10170440000002
1054,1054,"Minnesota, Dakota",54,44.666655,-93.044911
1055,1055,"Minnesota, Dodge",10,44.0175404,-92.8678406
1056,1056,"Minnesota, Douglas",1,45.934047899999996,-95.4627651
1057,1057,"Minnesota, Faribault",3,43.664796100000004,-93.95105009999999
1058,1058,"Minnesota, Fillmore",9,43.6466588,-92.06363590000001
1059,1059,"Minnesota, Freeborn",7,43.6763617,-93.3501681
1060,1060,"Minnesota, Goodhue",5,44.396972999999996,-92.7175627
1061,1061,"Minnesota, Hennepin",242,45.0257232,-93.4865052
1062,1062,"Minnesota, Isanti",2,45.5355919,-93.28686929999999
1063,1063,"Minnesota, Itasca",2,47.496834299999996,-93.62256629999999
1064,1064,"Minnesota, Jackson",1,43.670010999999995,-95.1500626
1065,1065,"Minnesota, Kandiyohi",2,45.142373,-95.00258459999999
1066,1066,"Minnesota, Koochiching",1,48.22159600000001,-93.76842509999999
1067,1067,"Minnesota, Lac qui Parle",1,44.986426,-96.2024907
1068,1068,"Minnesota, Le Sueur",19,44.3771652,-93.711443
1069,1069,"Minnesota, Lincoln",1,44.4020631,-96.2627763
1070,1070,"Minnesota, Lyon",3,44.388073299999995,-95.8287296
1071,1071,"Minnesota, Mahnomen",1,47.3313602,-95.81429109999999
1072,1072,"Minnesota, Martin",32,45.98965870000001,-94.6113288
1073,1073,"Minnesota, Meeker",1,45.118364299999996,-94.5175345
1074,1074,"Minnesota, Mower",15,43.6832277,-92.753704
1075,1075,"Minnesota, Nicollet",3,44.3380412,-94.23621690000002
1076,1076,"Minnesota, Olmsted",76,43.999812,-92.3765614
1077,1077,"Minnesota, Otter Tail",1,46.4184196,-95.713142
1078,1078,"Minnesota, Ramsey",71,45.01657279999999,-93.09495009999999
1079,1079,"Minnesota, Renville",2,44.7242874,-94.9084771
1080,1080,"Minnesota, Rice",3,44.341337599999996,-93.2865484
1081,1081,"Minnesota, Scott",11,44.6506998,-93.5025726
1082,1082,"Minnesota, Sherburne",8,45.4427088,-93.7459202
1083,1083,"Minnesota, Sibley",1,44.560352200000004,-94.2085682
1084,1084,"Minnesota, St. Louis",13,47.6201005,-92.4363343
1085,1085,"Minnesota, Stearns",5,45.535326,-94.6139422
1086,1086,"Minnesota, Steele",6,44.0137336,-93.2203671
1087,1087,"Minnesota, Traverse",2,45.7836323,-96.4215265
1088,1088,"Minnesota, Unknown",0,40.662093799999994,-122.48890209999999
1089,1089,"Minnesota, Wabasha",6,44.27675960000001,-92.20181640000001
1090,1090,"Minnesota, Waseca",3,44.0172242,-93.5885717
1091,1091,"Minnesota, Washington",51,45.00785910000001,-92.8743564
1092,1092,"Minnesota, Watonwan",3,43.9736055,-94.6370354
1093,1093,"Minnesota, Wilkin",2,46.3258354,-96.4586194
1094,1094,"Minnesota, Winona",11,43.9582272,-91.78077840000002
1095,1095,"Minnesota, Wright",7,45.1489061,-93.9639196
1096,1096,"Minnesota, Yellow Medicine",1,44.7198536,-95.8533555
1097,1097,"Mississippi, Adams",14,31.49044330000001,-91.3297733
1098,1098,"Mississippi, Alcorn",6,31.8779382,-91.1392755
1099,1099,"Mississippi, Amite",5,31.1729865,-90.8217568
1100,1100,"Mississippi, Attala",14,33.0777868,-89.5680661
1101,1101,"Mississippi, Benton",5,32.8265223,-90.25953299999999
1102,1102,"Mississippi, Bolivar",32,33.7702263,-90.8519798
1103,1103,"Mississippi, Calhoun",4,31.6959952,-89.2053362
1104,1104,"Mississippi, Carroll",5,33.423018199999994,-89.91100250000002
1105,1105,"Mississippi, Chickasaw",15,33.9137474,-88.9357382
1106,1106,"Mississippi, Choctaw",7,33.3569348,-89.23902120000002
1107,1107,"Mississippi, Claiborne",1,31.964073100000004,-90.9141968
1108,1108,"Mississippi, Clarke",4,32.0396256,-88.7003965
1109,1109,"Mississippi, Clay",7,34.2701035,-88.33726750000002
1110,1110,"Mississippi, Coahoma",26,34.1931314,-90.5653906
1111,1111,"Mississippi, Copiah",11,31.8563532,-90.4798717
1112,1112,"Mississippi, Covington",4,31.6143213,-89.5278045
1113,1113,"Mississippi, DeSoto",111,34.8703284,-89.9778704
1114,1114,"Mississippi, Forrest",30,31.1540772,-89.23986009999999
1115,1115,"Mississippi, Franklin",3,31.467398,-90.8992648
1116,1116,"Mississippi, George",4,32.850130300000004,-90.7017634
1117,1117,"Mississippi, Grenada",4,33.772401,-89.7674875
1118,1118,"Mississippi, Hancock",28,30.3892826,-89.4782116
1119,1119,"Mississippi, Harrison",69,30.4553392,-89.1313136
1120,1120,"Mississippi, Hinds",139,32.2506754,-90.4793259
1121,1121,"Mississippi, Holmes",16,33.1018124,-90.0656168
1122,1122,"Mississippi, Humphreys",4,33.128207399999994,-90.5408182
1123,1123,"Mississippi, Itawamba",3,34.2774018,-88.3713687
1124,1124,"Mississippi, Jackson",75,32.29903839999999,-90.1847691
1125,1125,"Mississippi, Jasper",3,32.0216075,-89.11321109999999
1126,1126,"Mississippi, Jefferson",1,31.7257154,-91.03357659999999
1127,1127,"Mississippi, Jones",8,31.572894599999998,-90.4449444
1128,1128,"Mississippi, Kemper",4,48.025428399999996,-3.7040358999999996
1129,1129,"Mississippi, Lafayette",21,34.3646125,-89.53963491020966
1130,1130,"Mississippi, Lamar",9,34.9173149,-89.3178505
1131,1131,"Mississippi, Lauderdale",50,32.5206941,-88.51170479999998
1132,1132,"Mississippi, Lawrence",5,32.325144300000005,-89.2328394
1133,1133,"Mississippi, Leake",7,32.7401114,-89.5241292
1134,1134,"Mississippi, Lee",26,30.478322,-89.02453299999998
1135,1135,"Mississippi, Leflore",21,33.524415399999995,-90.288095
1136,1136,"Mississippi, Lincoln",14,31.744703,-89.65739599999998
1137,1137,"Mississippi, Lowndes",12,33.4466925,-88.4108384
1138,1138,"Mississippi, Madison",65,32.4618086,-90.1153638
1139,1139,"Mississippi, Marion",5,32.417363800000004,-88.64782070000004
1140,1140,"Mississippi, Marshall",19,34.732956099999996,-89.4725635
1141,1141,"Mississippi, Monroe",12,31.471560399999998,-90.82676790000001
1142,1142,"Mississippi, Montgomery",10,33.507452799999996,-89.61824720000001
